Case ID;Activity;Resource;Start Timestamp;Complete Timestamp;Variant;Variant index;(case) description;defectFixed;defectType;lifecycle:transition;numberRepairs;phoneType
90;Analyze Defect;Tester6;1970/01/04 00:40:00.000;1970/01/04 00:48:00.000;Variant 3;3;Simulated process instance;;3;complete;;T1
90;Repair (Simple);SolverS3;1970/01/04 00:50:00.000;1970/01/04 01:09:00.000;Variant 3;3;Simulated process instance;;;complete;;
90;Test Repair;Tester6;1970/01/04 01:09:00.000;1970/01/04 01:16:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
90;Inform User;System;1970/01/04 01:25:00.000;1970/01/04 01:25:00.000;Variant 3;3;Simulated process instance;;;complete;;
90;Archive Repair;System;1970/01/04 01:25:00.000;1970/01/04 01:25:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
900;Register;System;1970/01/20 06:09:00.000;1970/01/20 06:09:00.000;Variant 4;4;Simulated process instance;;;complete;;
900;Analyze Defect;Tester3;1970/01/20 06:09:00.000;1970/01/20 06:19:00.000;Variant 4;4;Simulated process instance;;10;complete;;T2
900;Inform User;System;1970/01/20 06:41:00.000;1970/01/20 06:41:00.000;Variant 4;4;Simulated process instance;;;complete;;
900;Repair (Complex);SolverC3;1970/01/20 06:48:00.000;1970/01/20 07:35:00.000;Variant 4;4;Simulated process instance;;;complete;;
900;Test Repair;Tester6;1970/01/20 07:35:00.000;1970/01/20 07:44:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
900;Archive Repair;System;1970/01/20 07:49:00.000;1970/01/20 07:49:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
901;Register;System;1970/01/19 15:20:00.000;1970/01/19 15:20:00.000;Variant 5;5;Simulated process instance;;;complete;;
901;Analyze Defect;Tester1;1970/01/19 15:20:00.000;1970/01/19 15:29:00.000;Variant 5;5;Simulated process instance;;3;complete;;T1
901;Repair (Simple);SolverS3;1970/01/19 15:41:00.000;1970/01/19 16:00:00.000;Variant 5;5;Simulated process instance;;;complete;;
901;Inform User;System;1970/01/19 15:59:00.000;1970/01/19 15:59:00.000;Variant 5;5;Simulated process instance;;;complete;;
901;Test Repair;Tester2;1970/01/19 16:00:00.000;1970/01/19 16:06:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
901;Archive Repair;System;1970/01/19 16:11:00.000;1970/01/19 16:11:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
902;Register;System;1970/01/20 21:19:00.000;1970/01/20 21:19:00.000;Variant 7;7;Simulated process instance;;;complete;;
902;Analyze Defect;Tester5;1970/01/20 21:19:00.000;1970/01/20 21:29:00.000;Variant 7;7;Simulated process instance;;3;complete;;T3
902;Repair (Simple);SolverS1;1970/01/20 21:58:00.000;1970/01/20 22:04:00.000;Variant 7;7;Simulated process instance;;;complete;;
902;Test Repair;Tester3;1970/01/20 22:04:00.000;1970/01/20 22:13:00.000;Variant 7;7;Simulated process instance;false;;complete;1;
902;Inform User;System;1970/01/20 22:08:00.000;1970/01/20 22:08:00.000;Variant 7;7;Simulated process instance;;;complete;;
902;Restart Repair;System;1970/01/20 22:21:00.000;1970/01/20 22:21:00.000;Variant 7;7;Simulated process instance;;;complete;;
902;Repair (Simple);SolverS3;1970/01/20 22:21:00.000;1970/01/20 22:35:00.000;Variant 7;7;Simulated process instance;;;complete;;
902;Test Repair;Tester3;1970/01/20 22:35:00.000;1970/01/20 22:40:00.000;Variant 7;7;Simulated process instance;true;;complete;2;
902;Archive Repair;System;1970/01/20 22:50:00.000;1970/01/20 22:50:00.000;Variant 7;7;Simulated process instance;true;;complete;2;
903;Register;System;1970/01/20 20:27:00.000;1970/01/20 20:27:00.000;Variant 3;3;Simulated process instance;;;complete;;
903;Analyze Defect;Tester5;1970/01/20 20:27:00.000;1970/01/20 20:37:00.000;Variant 3;3;Simulated process instance;;4;complete;;T1
903;Repair (Simple);SolverS2;1970/01/20 20:57:00.000;1970/01/20 21:04:00.000;Variant 3;3;Simulated process instance;;;complete;;
903;Test Repair;Tester6;1970/01/20 21:04:00.000;1970/01/20 21:13:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
903;Inform User;System;1970/01/20 21:18:00.000;1970/01/20 21:18:00.000;Variant 3;3;Simulated process instance;;;complete;;
903;Archive Repair;System;1970/01/20 21:18:00.000;1970/01/20 21:18:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
904;Register;System;1970/01/19 09:00:00.000;1970/01/19 09:00:00.000;Variant 1;1;Simulated process instance;;;complete;;
904;Analyze Defect;Tester2;1970/01/19 09:00:00.000;1970/01/19 09:05:00.000;Variant 1;1;Simulated process instance;;10;complete;;T1
904;Repair (Complex);SolverC3;1970/01/19 09:24:00.000;1970/01/19 10:13:00.000;Variant 1;1;Simulated process instance;;;complete;;
904;Inform User;System;1970/01/19 09:42:00.000;1970/01/19 09:42:00.000;Variant 1;1;Simulated process instance;;;complete;;
904;Test Repair;Tester2;1970/01/19 10:13:00.000;1970/01/19 10:23:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
904;Archive Repair;System;1970/01/19 10:29:00.000;1970/01/19 10:29:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
905;Register;System;1970/01/19 14:56:00.000;1970/01/19 14:56:00.000;Variant 6;6;Simulated process instance;;;complete;;
905;Analyze Defect;Tester5;1970/01/19 14:56:00.000;1970/01/19 15:05:00.000;Variant 6;6;Simulated process instance;;2;complete;;T3
905;Repair (Simple);SolverS1;1970/01/19 15:11:00.000;1970/01/19 15:18:00.000;Variant 6;6;Simulated process instance;;;complete;;
905;Test Repair;Tester4;1970/01/19 15:18:00.000;1970/01/19 15:23:00.000;Variant 6;6;Simulated process instance;false;;complete;1;
905;Inform User;System;1970/01/19 15:26:00.000;1970/01/19 15:26:00.000;Variant 6;6;Simulated process instance;;;complete;;
905;Restart Repair;System;1970/01/19 15:32:00.000;1970/01/19 15:32:00.000;Variant 6;6;Simulated process instance;;;complete;;
905;Repair (Simple);SolverS1;1970/01/19 15:32:00.000;1970/01/19 15:39:00.000;Variant 6;6;Simulated process instance;;;complete;;
905;Test Repair;Tester5;1970/01/19 15:39:00.000;1970/01/19 15:44:00.000;Variant 6;6;Simulated process instance;false;;complete;2;
905;Restart Repair;System;1970/01/19 15:50:00.000;1970/01/19 15:50:00.000;Variant 6;6;Simulated process instance;;;complete;;
905;Repair (Simple);SolverS2;1970/01/19 15:50:00.000;1970/01/19 16:04:00.000;Variant 6;6;Simulated process instance;;;complete;;
905;Test Repair;Tester5;1970/01/19 16:04:00.000;1970/01/19 16:11:00.000;Variant 6;6;Simulated process instance;true;;complete;3;
905;Archive Repair;System;1970/01/19 16:16:00.000;1970/01/19 16:16:00.000;Variant 6;6;Simulated process instance;true;;complete;3;
906;Register;System;1970/01/20 12:52:00.000;1970/01/20 12:52:00.000;Variant 5;5;Simulated process instance;;;complete;;
906;Analyze Defect;Tester4;1970/01/20 12:52:00.000;1970/01/20 13:00:00.000;Variant 5;5;Simulated process instance;;2;complete;;T1
906;Repair (Simple);SolverS3;1970/01/20 13:03:00.000;1970/01/20 13:21:00.000;Variant 5;5;Simulated process instance;;;complete;;
906;Inform User;System;1970/01/20 13:18:00.000;1970/01/20 13:18:00.000;Variant 5;5;Simulated process instance;;;complete;;
906;Test Repair;Tester5;1970/01/20 13:21:00.000;1970/01/20 13:30:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
906;Archive Repair;System;1970/01/20 13:39:00.000;1970/01/20 13:39:00.000;Variant 5;5;Simulated process instance;true;;complete;1;
907;Register;System;1970/01/20 19:35:00.000;1970/01/20 19:35:00.000;Variant 2;2;Simulated process instance;;;complete;;
907;Analyze Defect;Tester1;1970/01/20 19:35:00.000;1970/01/20 19:44:00.000;Variant 2;2;Simulated process instance;;10;complete;;T1
907;Repair (Complex);SolverC2;1970/01/20 20:06:00.000;1970/01/20 20:20:00.000;Variant 2;2;Simulated process instance;;;complete;;
907;Test Repair;Tester1;1970/01/20 20:20:00.000;1970/01/20 20:30:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
907;Inform User;System;1970/01/20 20:25:00.000;1970/01/20 20:25:00.000;Variant 2;2;Simulated process instance;;;complete;;
907;Archive Repair;System;1970/01/20 20:38:00.000;1970/01/20 20:38:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
908;Register;System;1970/01/19 12:17:00.000;1970/01/19 12:17:00.000;Variant 4;4;Simulated process instance;;;complete;;
908;Analyze Defect;Tester3;1970/01/19 12:17:00.000;1970/01/19 12:22:00.000;Variant 4;4;Simulated process instance;;8;complete;;T3
908;Inform User;System;1970/01/19 12:39:00.000;1970/01/19 12:39:00.000;Variant 4;4;Simulated process instance;;;complete;;
908;Repair (Complex);SolverC3;1970/01/19 12:42:00.000;1970/01/19 13:26:00.000;Variant 4;4;Simulated process instance;;;complete;;
908;Test Repair;Tester1;1970/01/19 13:26:00.000;1970/01/19 13:36:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
908;Archive Repair;System;1970/01/19 13:43:00.000;1970/01/19 13:43:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
909;Register;System;1970/01/20 07:55:00.000;1970/01/20 07:55:00.000;Variant 24;24;Simulated process instance;;;complete;;
909;Analyze Defect;Tester1;1970/01/20 07:55:00.000;1970/01/20 08:04:00.000;Variant 24;24;Simulated process instance;;6;complete;;T1
909;Repair (Simple);SolverS2;1970/01/20 08:17:00.000;1970/01/20 08:25:00.000;Variant 24;24;Simulated process instance;;;complete;;
909;Test Repair;Tester1;1970/01/20 08:25:00.000;1970/01/20 08:32:00.000;Variant 24;24;Simulated process instance;false;;complete;1;
909;Inform User;System;1970/01/20 08:36:00.000;1970/01/20 08:36:00.000;Variant 24;24;Simulated process instance;;;complete;;
909;Restart Repair;System;1970/01/20 08:39:00.000;1970/01/20 08:39:00.000;Variant 24;24;Simulated process instance;;;complete;;
909;Repair (Complex);SolverC3;1970/01/20 08:39:00.000;1970/01/20 09:24:00.000;Variant 24;24;Simulated process instance;;;complete;;
909;Test Repair;Tester5;1970/01/20 09:24:00.000;1970/01/20 09:32:00.000;Variant 24;24;Simulated process instance;true;;complete;1;
909;Archive Repair;System;1970/01/20 09:40:00.000;1970/01/20 09:40:00.000;Variant 24;24;Simulated process instance;true;;complete;1;
91;Register;System;1970/01/04 11:18:00.000;1970/01/04 11:18:00.000;Variant 15;15;Simulated process instance;;;complete;;
91;Analyze Defect;Tester2;1970/01/04 11:18:00.000;1970/01/04 11:28:00.000;Variant 15;15;Simulated process instance;;8;complete;;T1
91;Repair (Complex);SolverC2;1970/01/04 11:55:00.000;1970/01/04 12:15:00.000;Variant 15;15;Simulated process instance;;;complete;;
91;Inform User;System;1970/01/04 12:12:00.000;1970/01/04 12:12:00.000;Variant 15;15;Simulated process instance;;;complete;;
91;Test Repair;Tester4;1970/01/04 12:15:00.000;1970/01/04 12:23:00.000;Variant 15;15;Simulated process instance;false;;complete;0;
91;Restart Repair;System;1970/01/04 12:30:00.000;1970/01/04 12:30:00.000;Variant 15;15;Simulated process instance;;;complete;;
91;Repair (Complex);SolverC2;1970/01/04 12:30:00.000;1970/01/04 12:43:00.000;Variant 15;15;Simulated process instance;;;complete;;
91;Test Repair;Tester3;1970/01/04 12:43:00.000;1970/01/04 12:48:00.000;Variant 15;15;Simulated process instance;true;;complete;0;
91;Archive Repair;System;1970/01/04 12:58:00.000;1970/01/04 12:58:00.000;Variant 15;15;Simulated process instance;true;;complete;0;
910;Register;System;1970/01/19 14:35:00.000;1970/01/19 14:35:00.000;Variant 9;9;Simulated process instance;;;complete;;
910;Analyze Defect;Tester2;1970/01/19 14:35:00.000;1970/01/19 14:45:00.000;Variant 9;9;Simulated process instance;;1;complete;;T1
910;Inform User;System;1970/01/19 15:03:00.000;1970/01/19 15:03:00.000;Variant 9;9;Simulated process instance;;;complete;;
910;Repair (Simple);SolverS2;1970/01/19 15:13:00.000;1970/01/19 15:23:00.000;Variant 9;9;Simulated process instance;;;complete;;
910;Test Repair;Tester6;1970/01/19 15:23:00.000;1970/01/19 15:29:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
910;Archive Repair;System;1970/01/19 15:38:00.000;1970/01/19 15:38:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
911;Register;System;1970/01/19 17:34:00.000;1970/01/19 17:34:00.000;Variant 11;11;Simulated process instance;;;complete;;
911;Analyze Defect;Tester5;1970/01/19 17:34:00.000;1970/01/19 17:42:00.000;Variant 11;11;Simulated process instance;;2;complete;;T3
911;Repair (Simple);SolverS1;1970/01/19 17:48:00.000;1970/01/19 17:54:00.000;Variant 11;11;Simulated process instance;;;complete;;
911;Test Repair;Tester4;1970/01/19 17:54:00.000;1970/01/19 18:00:00.000;Variant 11;11;Simulated process instance;false;;complete;1;
911;Restart Repair;System;1970/01/19 18:09:00.000;1970/01/19 18:09:00.000;Variant 11;11;Simulated process instance;;;complete;;
911;Repair (Simple);SolverS3;1970/01/19 18:09:00.000;1970/01/19 18:23:00.000;Variant 11;11;Simulated process instance;;;complete;;
911;Test Repair;Tester3;1970/01/19 18:23:00.000;1970/01/19 18:33:00.000;Variant 11;11;Simulated process instance;true;;complete;2;
911;Inform User;System;1970/01/19 18:29:00.000;1970/01/19 18:29:00.000;Variant 11;11;Simulated process instance;;;complete;;
911;Archive Repair;System;1970/01/19 18:39:00.000;1970/01/19 18:39:00.000;Variant 11;11;Simulated process instance;true;;complete;2;
912;Register;System;1970/01/20 21:07:00.000;1970/01/20 21:07:00.000;Variant 23;23;Simulated process instance;;;complete;;
912;Analyze Defect;Tester5;1970/01/20 21:07:00.000;1970/01/20 21:16:00.000;Variant 23;23;Simulated process instance;;10;complete;;T3
912;Repair (Complex);SolverC2;1970/01/20 21:18:00.000;1970/01/20 21:29:00.000;Variant 23;23;Simulated process instance;;;complete;;
912;Test Repair;Tester4;1970/01/20 21:29:00.000;1970/01/20 21:39:00.000;Variant 23;23;Simulated process instance;false;;complete;0;
912;Inform User;System;1970/01/20 21:43:00.000;1970/01/20 21:43:00.000;Variant 23;23;Simulated process instance;;;complete;;
912;Restart Repair;System;1970/01/20 21:46:00.000;1970/01/20 21:46:00.000;Variant 23;23;Simulated process instance;;;complete;;
912;Repair (Complex);SolverC1;1970/01/20 21:46:00.000;1970/01/20 22:05:00.000;Variant 23;23;Simulated process instance;;;complete;;
912;Test Repair;Tester6;1970/01/20 22:05:00.000;1970/01/20 22:13:00.000;Variant 23;23;Simulated process instance;true;;complete;0;
912;Archive Repair;System;1970/01/20 22:21:00.000;1970/01/20 22:21:00.000;Variant 23;23;Simulated process instance;true;;complete;0;
913;Register;System;1970/01/19 18:58:00.000;1970/01/19 18:58:00.000;Variant 1;1;Simulated process instance;;;complete;;
913;Analyze Defect;Tester3;1970/01/19 18:58:00.000;1970/01/19 19:05:00.000;Variant 1;1;Simulated process instance;;5;complete;;T3
913;Repair (Complex);SolverC1;1970/01/19 19:19:00.000;1970/01/19 19:39:00.000;Variant 1;1;Simulated process instance;;;complete;;
913;Inform User;System;1970/01/19 19:25:00.000;1970/01/19 19:25:00.000;Variant 1;1;Simulated process instance;;;complete;;
913;Test Repair;Tester2;1970/01/19 19:39:00.000;1970/01/19 19:49:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
913;Archive Repair;System;1970/01/19 19:56:00.000;1970/01/19 19:56:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
914;Register;System;1970/01/20 11:47:00.000;1970/01/20 11:47:00.000;Variant 8;8;Simulated process instance;;;complete;;
914;Analyze Defect;Tester4;1970/01/20 11:47:00.000;1970/01/20 11:57:00.000;Variant 8;8;Simulated process instance;;1;complete;;T3
914;Repair (Simple);SolverS1;1970/01/20 12:02:00.000;1970/01/20 12:07:00.000;Variant 8;8;Simulated process instance;;;complete;;
914;Test Repair;Tester3;1970/01/20 12:07:00.000;1970/01/20 12:15:00.000;Variant 8;8;Simulated process instance;false;;complete;1;
914;Restart Repair;System;1970/01/20 12:25:00.000;1970/01/20 12:25:00.000;Variant 8;8;Simulated process instance;;;complete;;
914;Repair (Simple);SolverS2;1970/01/20 12:25:00.000;1970/01/20 12:36:00.000;Variant 8;8;Simulated process instance;;;complete;;
914;Inform User;System;1970/01/20 12:31:00.000;1970/01/20 12:31:00.000;Variant 8;8;Simulated process instance;;;complete;;
914;Test Repair;Tester1;1970/01/20 12:36:00.000;1970/01/20 12:44:00.000;Variant 8;8;Simulated process instance;true;;complete;2;
914;Archive Repair;System;1970/01/20 12:51:00.000;1970/01/20 12:51:00.000;Variant 8;8;Simulated process instance;true;;complete;2;
915;Register;System;1970/01/21 03:11:00.000;1970/01/21 03:11:00.000;Variant 16;16;Simulated process instance;;;complete;;
915;Analyze Defect;Tester6;1970/01/21 03:11:00.000;1970/01/21 03:19:00.000;Variant 16;16;Simulated process instance;;4;complete;;T3
915;Repair (Simple);SolverS2;1970/01/21 03:42:00.000;1970/01/21 03:55:00.000;Variant 16;16;Simulated process instance;;;complete;;
915;Inform User;System;1970/01/21 03:52:00.000;1970/01/21 03:52:00.000;Variant 16;16;Simulated process instance;;;complete;;
915;Test Repair;Tester3;1970/01/21 03:55:00.000;1970/01/21 04:02:00.000;Variant 16;16;Simulated process instance;false;;complete;1;
915;Restart Repair;System;1970/01/21 04:12:00.000;1970/01/21 04:12:00.000;Variant 16;16;Simulated process instance;;;complete;;
915;Repair (Simple);SolverS1;1970/01/21 04:12:00.000;1970/01/21 04:18:00.000;Variant 16;16;Simulated process instance;;;complete;;
915;Test Repair;Tester2;1970/01/21 04:18:00.000;1970/01/21 04:28:00.000;Variant 16;16;Simulated process instance;false;;complete;2;
915;Restart Repair;System;1970/01/21 04:33:00.000;1970/01/21 04:33:00.000;Variant 16;16;Simulated process instance;;;complete;;
915;Repair (Simple);SolverS3;1970/01/21 04:33:00.000;1970/01/21 04:45:00.000;Variant 16;16;Simulated process instance;;;complete;;
915;Test Repair;Tester1;1970/01/21 04:45:00.000;1970/01/21 04:53:00.000;Variant 16;16;Simulated process instance;true;;complete;3;
915;Archive Repair;System;1970/01/21 05:00:00.000;1970/01/21 05:00:00.000;Variant 16;16;Simulated process instance;true;;complete;3;
916;Register;System;1970/01/19 18:10:00.000;1970/01/19 18:10:00.000;Variant 1;1;Simulated process instance;;;complete;;
916;Analyze Defect;Tester3;1970/01/19 18:10:00.000;1970/01/19 18:15:00.000;Variant 1;1;Simulated process instance;;10;complete;;T2
916;Repair (Complex);SolverC3;1970/01/19 18:22:00.000;1970/01/19 19:12:00.000;Variant 1;1;Simulated process instance;;;complete;;
916;Inform User;System;1970/01/19 18:36:00.000;1970/01/19 18:36:00.000;Variant 1;1;Simulated process instance;;;complete;;
916;Test Repair;Tester6;1970/01/19 19:12:00.000;1970/01/19 19:19:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
916;Archive Repair;System;1970/01/19 19:24:00.000;1970/01/19 19:24:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
917;Register;System;1970/01/21 05:44:00.000;1970/01/21 05:44:00.000;Variant 7;7;Simulated process instance;;;complete;;
917;Analyze Defect;Tester2;1970/01/21 05:44:00.000;1970/01/21 05:52:00.000;Variant 7;7;Simulated process instance;;2;complete;;T1
917;Repair (Simple);SolverS1;1970/01/21 06:06:00.000;1970/01/21 06:13:00.000;Variant 7;7;Simulated process instance;;;complete;;
917;Test Repair;Tester4;1970/01/21 06:13:00.000;1970/01/21 06:20:00.000;Variant 7;7;Simulated process instance;false;;complete;1;
917;Inform User;System;1970/01/21 06:19:00.000;1970/01/21 06:19:00.000;Variant 7;7;Simulated process instance;;;complete;;
917;Restart Repair;System;1970/01/21 06:30:00.000;1970/01/21 06:30:00.000;Variant 7;7;Simulated process instance;;;complete;;
917;Repair (Simple);SolverS3;1970/01/21 06:30:00.000;1970/01/21 06:43:00.000;Variant 7;7;Simulated process instance;;;complete;;
917;Test Repair;Tester1;1970/01/21 06:43:00.000;1970/01/21 06:52:00.000;Variant 7;7;Simulated process instance;true;;complete;2;
917;Archive Repair;System;1970/01/21 07:01:00.000;1970/01/21 07:01:00.000;Variant 7;7;Simulated process instance;true;;complete;2;
918;Register;System;1970/01/20 02:08:00.000;1970/01/20 02:08:00.000;Variant 15;15;Simulated process instance;;;complete;;
918;Analyze Defect;Tester3;1970/01/20 02:08:00.000;1970/01/20 02:18:00.000;Variant 15;15;Simulated process instance;;9;complete;;T2
918;Repair (Complex);SolverC2;1970/01/20 02:30:00.000;1970/01/20 02:42:00.000;Variant 15;15;Simulated process instance;;;complete;;
918;Inform User;System;1970/01/20 02:40:00.000;1970/01/20 02:40:00.000;Variant 15;15;Simulated process instance;;;complete;;
918;Test Repair;Tester6;1970/01/20 02:42:00.000;1970/01/20 02:47:00.000;Variant 15;15;Simulated process instance;false;;complete;0;
918;Restart Repair;System;1970/01/20 02:55:00.000;1970/01/20 02:55:00.000;Variant 15;15;Simulated process instance;;;complete;;
918;Repair (Complex);SolverC1;1970/01/20 02:55:00.000;1970/01/20 03:11:00.000;Variant 15;15;Simulated process instance;;;complete;;
918;Test Repair;Tester2;1970/01/20 03:11:00.000;1970/01/20 03:19:00.000;Variant 15;15;Simulated process instance;true;;complete;0;
918;Archive Repair;System;1970/01/20 03:25:00.000;1970/01/20 03:25:00.000;Variant 15;15;Simulated process instance;true;;complete;0;
919;Register;System;1970/01/21 00:21:00.000;1970/01/21 00:21:00.000;Variant 2;2;Simulated process instance;;;complete;;
919;Analyze Defect;Tester6;1970/01/21 00:21:00.000;1970/01/21 00:27:00.000;Variant 2;2;Simulated process instance;;6;complete;;T1
919;Repair (Complex);SolverC2;1970/01/21 00:47:00.000;1970/01/21 00:58:00.000;Variant 2;2;Simulated process instance;;;complete;;
919;Test Repair;Tester6;1970/01/21 00:58:00.000;1970/01/21 01:06:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
919;Inform User;System;1970/01/21 01:08:00.000;1970/01/21 01:08:00.000;Variant 2;2;Simulated process instance;;;complete;;
919;Archive Repair;System;1970/01/21 01:15:00.000;1970/01/21 01:15:00.000;Variant 2;2;Simulated process instance;true;;complete;0;
92;Register;System;1970/01/03 15:13:00.000;1970/01/03 15:13:00.000;Variant 1;1;Simulated process instance;;;complete;;
92;Analyze Defect;Tester5;1970/01/03 15:13:00.000;1970/01/03 15:20:00.000;Variant 1;1;Simulated process instance;;10;complete;;T2
92;Repair (Complex);SolverC3;1970/01/03 15:24:00.000;1970/01/03 16:11:00.000;Variant 1;1;Simulated process instance;;;complete;;
92;Inform User;System;1970/01/03 15:45:00.000;1970/01/03 15:45:00.000;Variant 1;1;Simulated process instance;;;complete;;
92;Test Repair;Tester1;1970/01/03 16:11:00.000;1970/01/03 16:17:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
92;Archive Repair;System;1970/01/03 16:26:00.000;1970/01/03 16:26:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
920;Register;System;1970/01/19 18:51:00.000;1970/01/19 18:51:00.000;Variant 4;4;Simulated process instance;;;complete;;
920;Analyze Defect;Tester5;1970/01/19 18:51:00.000;1970/01/19 18:56:00.000;Variant 4;4;Simulated process instance;;8;complete;;T2
920;Inform User;System;1970/01/19 19:13:00.000;1970/01/19 19:13:00.000;Variant 4;4;Simulated process instance;;;complete;;
920;Repair (Complex);SolverC3;1970/01/19 19:21:00.000;1970/01/19 20:05:00.000;Variant 4;4;Simulated process instance;;;complete;;
920;Test Repair;Tester5;1970/01/19 20:05:00.000;1970/01/19 20:13:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
920;Archive Repair;System;1970/01/19 20:22:00.000;1970/01/19 20:22:00.000;Variant 4;4;Simulated process instance;true;;complete;0;
921;Register;System;1970/01/20 21:19:00.000;1970/01/20 21:19:00.000;Variant 16;16;Simulated process instance;;;complete;;
921;Analyze Defect;Tester2;1970/01/20 21:19:00.000;1970/01/20 21:26:00.000;Variant 16;16;Simulated process instance;;4;complete;;T3
921;Repair (Simple);SolverS1;1970/01/20 21:50:00.000;1970/01/20 21:56:00.000;Variant 16;16;Simulated process instance;;;complete;;
921;Inform User;System;1970/01/20 21:51:00.000;1970/01/20 21:51:00.000;Variant 16;16;Simulated process instance;;;complete;;
921;Test Repair;Tester2;1970/01/20 21:56:00.000;1970/01/20 22:05:00.000;Variant 16;16;Simulated process instance;false;;complete;1;
921;Restart Repair;System;1970/01/20 22:13:00.000;1970/01/20 22:13:00.000;Variant 16;16;Simulated process instance;;;complete;;
921;Repair (Simple);SolverS2;1970/01/20 22:13:00.000;1970/01/20 22:21:00.000;Variant 16;16;Simulated process instance;;;complete;;
921;Test Repair;Tester1;1970/01/20 22:21:00.000;1970/01/20 22:28:00.000;Variant 16;16;Simulated process instance;false;;complete;2;
921;Restart Repair;System;1970/01/20 22:36:00.000;1970/01/20 22:36:00.000;Variant 16;16;Simulated process instance;;;complete;;
921;Repair (Simple);SolverS3;1970/01/20 22:36:00.000;1970/01/20 22:47:00.000;Variant 16;16;Simulated process instance;;;complete;;
921;Test Repair;Tester2;1970/01/20 22:47:00.000;1970/01/20 22:55:00.000;Variant 16;16;Simulated process instance;true;;complete;3;
921;Archive Repair;System;1970/01/20 23:03:00.000;1970/01/20 23:03:00.000;Variant 16;16;Simulated process instance;true;;complete;3;
922;Register;System;1970/01/21 04:06:00.000;1970/01/21 04:06:00.000;Variant 1;1;Simulated process instance;;;complete;;
922;Analyze Defect;Tester3;1970/01/21 04:06:00.000;1970/01/21 04:16:00.000;Variant 1;1;Simulated process instance;;5;complete;;T1
922;Repair (Complex);SolverC1;1970/01/21 04:30:00.000;1970/01/21 04:48:00.000;Variant 1;1;Simulated process instance;;;complete;;
922;Inform User;System;1970/01/21 04:47:00.000;1970/01/21 04:47:00.000;Variant 1;1;Simulated process instance;;;complete;;
922;Test Repair;Tester3;1970/01/21 04:48:00.000;1970/01/21 04:55:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
922;Archive Repair;System;1970/01/21 05:01:00.000;1970/01/21 05:01:00.000;Variant 1;1;Simulated process instance;true;;complete;0;
923;Register;System;1970/01/21 03:47:00.000;1970/01/21 03:47:00.000;Variant 9;9;Simulated process instance;;;complete;;
923;Analyze Defect;Tester6;1970/01/21 03:47:00.000;1970/01/21 03:53:00.000;Variant 9;9;Simulated process instance;;4;complete;;T1
923;Inform User;System;1970/01/21 04:13:00.000;1970/01/21 04:13:00.000;Variant 9;9;Simulated process instance;;;complete;;
923;Repair (Simple);SolverS3;1970/01/21 04:14:00.000;1970/01/21 04:26:00.000;Variant 9;9;Simulated process instance;;;complete;;
923;Test Repair;Tester1;1970/01/21 04:26:00.000;1970/01/21 04:32:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
923;Archive Repair;System;1970/01/21 04:42:00.000;1970/01/21 04:42:00.000;Variant 9;9;Simulated process instance;true;;complete;1;
924;Register;System;1970/01/20 00:42:00.000;1970/01/20 00:42:00.000;Variant 3;3;Simulated process instance;;;complete;;
924;Analyze Defect;Tester2;1970/01/20 00:42:00.000;1970/01/20 00:47:00.000;Variant 3;3;Simulated process instance;;6;complete;;T3
924;Repair (Simple);SolverS3;1970/01/20 00:56:00.000;1970/01/20 01:16:00.000;Variant 3;3;Simulated process instance;;;complete;;
924;Test Repair;Tester3;1970/01/20 01:16:00.000;1970/01/20 01:25:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
924;Inform User;System;1970/01/20 01:19:00.000;1970/01/20 01:19:00.000;Variant 3;3;Simulated process instance;;;complete;;
924;Archive Repair;System;1970/01/20 01:30:00.000;1970/01/20 01:30:00.000;Variant 3;3;Simulated process instance;true;;complete;1;
925;Register;System;1970/01/20 02:41:00.000;1970/01/20 02:41:00.000;Variant 22;22;Simulated process instance;;;complete;;
